Pokémon Adventures,Manga,Ongoing,Publishing,Apr 1997 to ?,Action / Adventure / Kids / Shounen,Kusaka Hidenori (Story)  Yamamoto Satoshi (Art)  Mato (Art),CoroCoro Comic,8.16,425,266,15676
The Ravages of Time,Manhua,Ongoing,Publishing,Jun 15 2001 to ?,Action / Adventure / Historical / Military,Chen Mou (Story & Art),None,8.16,426,1580,1070
Message to Adolf,Manga,36,Finished,Dec 22 1983 to May 16 1985,Drama / Historical / Military,Tezuka Osamu (Story & Art),Shuukan Bunshun,8.16,427,948,3346
JoJo's Bizarre Adventure Part 6: Stone Ocean,Manga,158,Finished,Dec 7 1999 to Apr 8 2003,Action / Adventure / Shounen,Araki Hirohiko (Story & Art),Shounen Jump (Weekly),8.16,428,61,54120
Silver Fang,Manga,55,Finished,Nov 15 1983 to Feb 24 1987,Shounen,Takahashi Yoshihiro (Story & Art),Shounen Jump (Weekly),8.16,429,4102,1107
Frieren at the Funeral,Manga,Ongoing,Publishing,Apr 28 2020 to ?,Adventure / Fantasy / Magic / Shounen,Yamada Kanehito (Story)  Abe Tsukasa (Art),Shounen Sunday,8.16,436,4538,930
The Devil Is a Part-Timer!,Novel,Ongoing,Publishing,Feb 10 2011 to ?,Comedy / Demons / Fantasy / Romance / Supernatural,Wagahara Satoshi (Story)  029 (Art),None,8.16,433,556,3620
Kubera,Manhwa,Ongoing,Publishing,Feb 7 2010 to ?,Action / Adventure / Comedy / Fantasy / Romance / Shounen,Currygom (Story & Art),Naver Webtoon,8.16,434,1167,2871
Puella Magi Madoka Magica: The different story,Manga,12,Finished,Jun 12 2012 to Nov 12 2012,Drama / Horror / Magic / School / Seinen,Magica Quartet (Story)  Hanokage (Art),None,8.16,435,894,5949
Tokidoki,One-shot,1,Finished,Oct 20 2016 to Oct 20 2016,Drama / Romance / School / Shounen,Komi Naoshi (Story & Art),Jump GIGA,8.16,437,424,14139
Skill of Lure,Manhwa,36,Finished,Mar 1 2013 to Jan 1 2016,Comedy / Ecchi / Romance / Shounen / Slice of Life,Woo Sang Ho (Story & Art),Chance+,8.15,438,714,7714
Wolf & Parchment: New Theory Spice & Wolf,Novel,Ongoing,Publishing,Sep 10 2016 to ?,Fantasy,Hasekura Isuna (Story)  Ayakura Juu (Art),None,8.15,439,3056,396
Your Letter,Manhwa,11,Finished,Aug 11 2018 to Oct 13 2018,Adventure / Mystery / Drama / School,Cho Hyun-ah (Story & Art),Naver Webtoon,8.15,454,6010,915
Uzumaki: Spiral into Horror,Manga,19,Finished,Jan 12 1998 to Aug 30 1999,Dementia / Drama / Horror / Romance / Supernatural / Psychological / Seinen,Ito Junji (Story & Art),Big Comic Spirits,8.15,443,46,55689
Beauty Pop,Manga,57,Finished,Sep 2003 to Feb 2008,Comedy / Romance / School / Shoujo,Arai Kiyoko (Story & Art),Ciao,8.14,444,396,13032
Iryuu: Team Medical Dragon,Manga,210,Finished,Nov 1 2002 to Jan 28 2011,Drama / Psychological / Seinen,Nagai Akira (Story)  Nogizaka Tarou (Art),Big Comic Superior,8.15,445,1344,2929
Twin Spica,Manga,97,Finished,Jun 5 2000 to Aug 5 2009,Drama / Fantasy / Sci-Fi / Slice of Life / Supernatural / Seinen,Yaginuma Kou (Story & Art),Comic Flapper,8.15,446,3031,894
Into the Forest of Fireflies' Light,Manga,4,Finished,Jun 10 2002 to Mar 24 2003,Drama / Romance / Shoujo,Midorikawa Yuki (Story & Art),LaLa,8.15,447,670,7205
Death Frenzy,Manga,84,Finished,Jun 19 2003 to Jul 17 2010,Action / Drama / Historical / Martial Arts / Samurai / Seinen,Yamaguchi Takayuki (Art)  Nanjou Norio (Story),Champion RED,8.15,448,720,5014
I Am Called Yamamoto Zenjirou,Manga,20,Finished,Feb 2007 to Aug 17 2011,Drama / Romance / Shoujo / Supernatural,Maki Youko (Story & Art),Ribon Mascot,8.15,449,2168,2120
Adekan,Manga,Ongoing,Publishing,Jul 14 2007 to ?,Action / Historical / Shoujo,Nao Tsukiji (Story & Art),Wings,8.15,450,1459,1989
Shaman King KZB,Manga,33,Finished,Mar 4 2008 to Apr 3 2009,Action / Adventure / Comedy / Supernatural,Takei Hiroyuki (Story & Art),Jump SQ.,8.15,451,951,5901
House of Five Leaves,Manga,59,Finished,Nov 25 2005 to Jul 24 2010,Drama / Historical / Samurai / Seinen,Ono Natsume (Story & Art),Ikki,8.15,452,2569,936
Saiyuuki Reload Blast,Manga,Ongoing,Publishing,Dec 28 2009 to ?,Action / Adventure / Comedy / Drama / Fantasy / Josei,Minekura Kazuya (Story & Art),Comic ZERO-SUM,8.15,453,3936,548
Ouran High School Host Club Short Special,One-shot,1,Finished,Nov 2010,Comedy,Hatori Bisco (Story & Art),LaLa,8.15,440,2415,2138
Kagerou Daze,Novel,Ongoing,Finished,May 30 2012 to Dec 29 2017,Comedy / Magic / Sci-Fi / Slice of Life,Jin (Story)  Sidu (Art),None,8.15,441,1229,1866
Food Wars: Shokugeki no Soma,Manga,325,Finished,Nov 26 2012 to Aug 29 2019,Ecchi / School / Shounen,Saeki Shun (Art)  Tsukuda Yuuto (Story)  Morisaki Yuki (Story),Shounen Jump (Weekly),8.15,442,19,67859
The Voynich Hotel,Manga,68,Finished,Oct 17 2006 to Mar 17 2015,Comedy / Ecchi / Horror / Seinen,Dowman Sayman (Story & Art),Young Champion Retsu,8.14,457,429,8791
My Love Story!!,Manga,52,Finished,Dec 13 2011 to Jul 13 2016,Comedy / Romance / Shoujo,Kawahara Kazune (Story)  Aruko (Art),Bessatsu Margaret,8.14,458,431,7265
Kase-san and Morning Glories,Manga,Ongoing,Publishing,Aug 25 2010 to ?,Romance / School / Shoujo,Takashima Hiromi (Story & Art),Wings,8.14,459,508,6616
The Eminence in Shadow,Novel,Ongoing,Publishing,Nov 5 2018 to ?,Action / Comedy / Fantasy,Touzai (Art)  Aizawa Daisuke (Story),None,8.14,455,5831,499
The Horizon,Manhwa,21,Finished,Mar 30 2016 to Jul 21 2016,Adventure / Drama / Psychological,Jeong Ji-Hoon (Story & Art),Comica,8.15,456,13941,219
Attack on Titan: No Regrets,Manga,8,Finished,Nov 28 2013 to Jun 28 2014,Action / Fantasy / Shoujo / Supernatural,Suruga Hikaru (Art)  Sunaaku Gan (Story),ARIA,8.14,460,276,17052
Friend Game,Manga,Ongoing,Publishing,Dec 9 2013 to ?,Game / Shounen / Psychological,Yamaguchi Mikoto (Story)  Satou Yuuki (Art),Bessatsu Shounen Magazine,8.14,461,994,2975
Cromartie High School,Manga,335,Finished,Jul 19 2000 to May 17 2006,Comedy / Shounen,Nonaka Eiji (Story & Art),Shounen Magazine (Weekly),8.14,462,1171,2825
The Kindaichi Case Files,Manga,219,Finished,Oct 14 1992 to Oct 22 1997,Mystery / Drama / Shounen / Supernatural / Psychological,Kibayashi Shin (Story)  Kanari Youzaburou (Story)  Satou Fumiya (Art),Shounen Magazine (Weekly),8.14,463,2904,1430
Dogs: Bullets & Carnage,Manga,Ongoing,Publishing,Jun 18 2005 to ?,Action / Drama / Seinen,Miwa Shirow (Story & Art),Ultra Jump,8.14,464,356,8032
Battle Angel Alita: Last Order,Manga,124,Finished,Jul 19 2001 to Jan 28 2014,Action / Drama / Martial Arts / Sci-Fi / Seinen,Kishiro Yukito (Story & Art),Ultra Jump,8.14,465,657,5846
Initial D,Manga,724,Finished,Jun 26 1995 to Jul 29 2013,Action / Cars / Drama / Sports / Seinen,Shigeno Shuuichi (Story & Art),Young Magazine (Weekly),8.13,466,745,5293
Gangster Teacher,Manga,156,Finished,Dec 15 1999 to Feb 15 2007,Action / Comedy / Romance / School / Slice of Life / Josei,Morimoto Kozueko (Story & Art),YOU,8.13,467,905,5380
Higurashi WHEN THEY CRY: Curse Killing Arc,Manga,13,Finished,May 18 2005 to May 18 2006,Mystery / Drama / Horror / Shounen / Supernatural / Psychological,Suzuki Jirou (Art)  Ryukishi07 (Story),GFantasy,8.13,468,1140,4622
Shoulder-a-Coffin Kuro,Manga,86,Finished,Dec 9 2004 to May 10 2018,Adventure / Fantasy,Kiyuzuki Satoko (Story & Art),Manga Time Kirara,8.13,469,3442,727
Book Girl,Novel,74,Finished,Apr 28 2006 to Aug 30 2008,Mystery / Drama / Romance,Nomura Mizuki (Story)  Takeoka Miho (Art),None,8.13,470,2316,1093
When the Seagulls Cry Breakdown,Novel,Ongoing,Finished,Jul 13 2012 to Sep 30 2018,Mystery / Fantasy / Horror / Supernatural / Psychological / Thriller,Ryukishi07 (Story)  Tomohi (Art),None,8.13,478,4982,614
Like and Love,Manga,46,Finished,Oct 10 2009 to Apr 9 2016,Comedy / Romance / School / Shoujo,Tsujita Ririko (Story & Art),LaLa DX,8.13,473,1162,3576
5 Centimeters Per Second,Manga,11,Finished,May 25 2010 to Mar 25 2011,Drama / Romance / Seinen,Shinkai Makoto (Story)  Seike Yukiko (Art),Afternoon,8.13,474,451,10527
Gangsta,Manga,Ongoing,Publishing,Jan 21 2011 to ?,Action / Drama / Seinen,Kohske (Story & Art),Comic@Bunch,8.13,475,204,12126
Sakura-sou no Pet na Kanojo,Novel,Ongoing,Finished,Jan 10 2010 to Mar 8 2014,Comedy / Romance / Slice of Life,Kamoshida Hajime (Story)  Mizoguchi Keiji (Art),None,8.13,476,1122,2121
Log Horizon,Novel,Ongoing,Publishing,Apr 13 2010 to ?,Action / Adventure / Fantasy / Magic / Sci-Fi,Touno Mamare (Story)  Hara Kazuhiro (Art),None,8.13,477,1131,1876
Astra Lost in Space,Manga,49,Finished,May 9 2016 to Dec 30 2017,Action / Sci-Fi / Shounen / Space,Shinohara Kenta (Story & Art),Shounen Jump+,8.13,471,1315,3371
Machikado Mazoku,Manga,Ongoing,Publishing,Jun 28 2014 to ?,Comedy / Magic / Slice of Life,Ito Izumo (Story & Art),Manga Time Kirara Carat,8.13,472,4065,599
Re:ZERO -Starting Life in Another World- Chapter 3: Truth of Zero,Manga,Ongoing,Publishing,May 27 2015 to ?,Action / Fantasy / Seinen,Matsuse Daichi (Art)  Nagatsuki Tappei (Story),Comic Alive,8.12,480,1503,1752
Nogi Wakaba Is a Hero,Novel,21,Finished,Jul 30 2015 to Jan 30 2017,Fantasy / Magic,BUNBUN (Art)  Takahiro (Story)  Akashiro Aoi (Story),Dengeki G's magazine,8.12,481,3799,954
Boarding School Juliet,Manga,121,Finished,Jul 9 2015 to Sep 4 2019,Action / Comedy / Romance / School / Shounen,Kaneda Yousuke (Story & Art),Shounen Magazine (Weekly),8.12,482,353,10851
Sword Art Online: Project Alicization,Manga,Ongoing,Publishing,Aug 9 2016 to ?,Action / Fantasy / Game / Sci-Fi,Yamada Koutarou (Art)  Kawahara Reki (Story),Dengeki Bunko Magazine,8.12,483,2301,1308
Our Dining Table,Manga,8,Finished,Nov 21 2015 to Jan 21 2017,Shounen / Slice of Life,Mita Ori (Story & Art),RuTile,8.12,484,4018,1334
Senryuu Girl,Manga,Ongoing,Publishing,Oct 19 2016 to ?,Comedy / School / Shounen / Slice of Life,Igarashi Masakuni (Story & Art),Shounen Magazine (Weekly),8.12,485,589,4153
Seraph of the End: Guren Ichinose - Catastrophe at Sixteen,Novel,46,Finished,Jan 4 2013 to Dec 2 2016,Action / Drama / Vampire / Supernatural,Yamamoto Yamato (Art)  Kagami Takaya (Story),None,8.12,479,2160,1307
Soul Eater,Manga,117,Finished,Jun 24 2003 to Aug 12 2013,Action / Fantasy / Shounen / Supernatural,Ookubo Atsushi (Story & Art),Shounen Gangan,8.12,486,24,60459
Fist of the North Star,Manga,245,Finished,Sep 13 1983 to Jul 26 1988,Action / Drama / Martial Arts / Sci-Fi / Shounen,Hara Tetsuo (Art)  Buronson (Story),Shounen Jump (Weekly),8.12,487,426,9640
Vassalord,Manga,36,Finished,Nov 17 2004 to Feb 15 2013,Action / Comedy / Mystery / Fantasy / Shoujo / Shounen / Vampire / Supernatural,Chrono Nanae (Story & Art),Comic Blade Zebel,8.12,488,859,4726
Goldfish Sonata,Manga,9,Finished,Aug 10 2005 to Feb 10 2007,Drama / Romance / Shoujo,Fujitsuka Yuki (Story & Art),LaLa DX,8.12,489,1584,3279
Tomorrow's King,Manga,53,Finished,1996 to 2001,Josei,Yachi Emiko (Story & Art),Young You,8.12,490,3717,1413
No Longer Human,Manga,12,Finished,Feb 6 2009 to Apr 21 2011,Drama / Historical / Psychological / Seinen,Furuya Usamaru (Story & Art)  Dazai Osamu (Story),Comic Bunch,8.12,491,749,2951
Kingdom Hearts 358/2 Days,Manga,35,Finished,Aug 12 2009 to Sep 12 2012,Fantasy / Shounen,Amano Shiro (Art)  Nomura Tetsuya (Story),Shounen Gangan,8.12,492,1280,3500
Sword Art Online,Novel,Ongoing,Publishing,Apr 10 2009 to ?,Action / Adventure / Fantasy / Game / Romance / Sci-Fi,BUNBUN (Art)  Kawahara Reki (Story),None,8.12,493,164,18169
Puella Magi Madoka Magica,Manga,12,Finished,Feb 12 2011 to May 30 2011,Drama / Fantasy / Horror / Magic / School,Magica Quartet (Story)  Hanokage (Art),None,8.12,494,328,14703
Descending Stories: Showa Genroku Rakugo Shinju,Manga,31,Finished,Mar 25 2010 to Jun 7 2016,Drama / Josei,Kumota Haruko (Story & Art),ITAN,8.12,495,2845,538
Pandora Hearts: Caucus Race,Novel,14,Finished,Mar 26 2011 to May 27 2013,Action / Fantasy / Magic / Supernatural,Mochizuki Jun (Art)  Wakamiya Shinobu (Story),None,8.12,496,3555,575
Magi: The Adventures of Sinbad,Manga,182,Finished,May 8 2013 to May 2 2018,Action / Adventure / Fantasy / Shounen,Ohtaka Shinobu (Story)  Ohtera Yoshifumi (Art),Ura Sunday,8.12,497,406,8513
Getter Robo Saga,Manga,69,Finished,Not available,Action / Mecha / Shounen,Ishikawa Ken (Story & Art),None,8.11,498,8937,325
Yamada-kun and the Seven Witches,Manga,246,Finished,Feb 22 2012 to Feb 22 2017,Comedy / Mystery / Romance / School / Shounen / Harem / Supernatural,Yoshikawa Miki (Story & Art),Shounen Magazine (Weekly),8.11,499,62,40015
The World Is Still Beautiful,Manga,153,Finished,Mar 5 2009 to May 20 2020,Adventure / Fantasy / Romance / Shoujo,Shiina Dai (Story & Art),Hana to Yume,8.11,500,551,5358
